repeat,severity,classifier,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
2,0.1,random_forest,crump,0.0887759806223426,0.29,0.0,158.0,169.0,1.0,1.0
2,0.1,random_forest,overlap,0.09189429765518667,0.24,0.0,157.55933661331076,168.2416571229293,0.2499988770064366,0.24999986615912098
2,0.1,hist_gbm,unweighted,0.11209936080627954,0.015,1.0,180.0,180.0,1.0,1.0
2,0.1,hist_gbm,source,0.09684775706010179,0.12,0.0,139.83797086767748,180.0,2.0767121592487165,1.0
2,0.1,hist_gbm,target,0.10392763939309539,0.025,1.0,180.0,156.03791820995949,1.0,2.5671017789897816
2,0.1,hist_gbm,both,0.08895622682394033,0.305,0.0,139.83797086767748,156.03791820995949,2.0767121592487165,2.5671017789897816
2,0.1,hist_gbm,crump,0.10230196380915052,0.06,0.0,157.0,179.0,1.0,1.0
2,0.1,hist_gbm,overlap,0.10424400033012282,0.035,1.0,161.55022210167937,175.1403608631669,0.24999931304545503,0.24999931304545503
2,0.2,logistic,unweighted,0.14567558775339126,0.005,1.0,180.0,180.0,1.0,1.0
2,0.2,logistic,source,0.12361279211352472,0.005,1.0,157.73627570207825,180.0,1.6989800853570085,1.0
2,0.2,logistic,target,0.10797215088992922,0.03,1.0,180.0,159.39315626025888,1.0,1.9406743418555719
2,0.2,logistic,both,0.08489668924214713,0.46,0.0,157.73627570207825,159.39315626025888,1.6989800853570085,1.9406743418555719
2,0.2,logistic,crump,0.14567558775339126,0.005,1.0,180.0,180.0,1.0,1.0
2,0.2,logistic,overlap,0.1287265895808057,0.005,1.0,174.81330271232173,175.2661480872605,0.249999557375022,0.24999721011926468
2,0.2,random_forest,unweighted,0.14567558775339126,0.005,1.0,180.0,180.0,1.0,1.0
2,0.2,random_forest,source,0.12814012453937396,0.005,1.0,137.91765728603824,180.0,1.8587197742942791,1.0
2,0.2,random_forest,target,0.11397464046800793,0.015,1.0,180.0,143.84820381758485,1.0,1.7424303847690419
2,0.2,random_forest,both,0.09256044244882133,0.26,0.0,137.91765728603824,143.84820381758485,1.8587197742942791,1.7424303847690419
2,0.2,random_forest,crump,0.09129264211866452,0.345,0.0,142.0,150.0,1.0,1.0
2,0.2,random_forest,overlap,0.09271221230051901,0.245,0.0,141.5800419751047,148.66999898765812,0.24999998807843485,0.24999969054711887
2,0.2,hist_gbm,unweighted,0.14567558775339126,0.005,1.0,180.0,180.0,1.0,1.0
2,0.2,hist_gbm,source,0.12884479871463891,0.005,1.0,124.51439879312154,180.0,2.430204455545131,1.0
2,0.2,hist_gbm,target,0.11263857565279736,0.02,1.0,180.0,130.0047617027823,1.0,3.0879428514773823
2,0.2,hist_gbm,both,0.09312487804789701,0.25,0.0,124.51439879312154,130.0047617027823,2.430204455545131,3.0879428514773823
2,0.2,hist_gbm,crump,0.09229069399987766,0.26,0.0,140.0,143.0,1.0,1.0
2,0.2,hist_gbm,overlap,0.09498223961927507,0.175,0.0,143.51922422189566,144.07247613363313,0.24999477468948583,0.2499951515437082
2,0.3,logistic,unweighted,0.19418411636945587,0.005,1.0,180.0,180.0,1.0,1.0
2,0.3,logistic,source,0.16336147068902937,0.005,1.0,139.1559338060913,180.0,2.061490308254176,1.0
2,0.3,logistic,target,0.13372778311772854,0.005,1.0,180.0,137.41821047652826,1.0,2.3767070379608355
2,0.3,logistic,both,0.09685334881104296,0.2,0.0,139.1559338060913,137.41821047652826,2.061490308254176,2.3767070379608355
2,0.3,logistic,crump,0.1825555518085697,0.005,1.0,170.0,169.0,1.0,1.0
2,0.3,logistic,overlap,0.15789724563689822,0.005,1.0,163.84359736284597,164.52834857759956,0.24999500573742614,0.2499988033120405
2,0.3,random_forest,unweighted,0.19418411636945587,0.005,1.0,180.0,180.0,1.0,1.0
2,0.3,random_forest,source,0.17144169279187985,0.005,1.0,126.18804048588218,180.0,2.074661713140589,1.0
2,0.3,random_forest,target,0.13718214607583396,0.005,1.0,180.0,120.43209412242518,1.0,1.9523950578858684
2,0.3,random_forest,both,0.10454015906432557,0.07,0.0,126.18804048588218,120.43209412242518,2.074661713140589,1.9523950578858684
2,0.3,random_forest,crump,0.10885516671319317,0.03,1.0,129.0,127.0,1.0,1.0
