repeat,scenario,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
20,target_only,unweighted,0.12505175468678556,0.002,1.0,180.0,180.0,1.0,1.0
20,target_only,source,0.11743884918751171,0.002,1.0,175.62659115103546,180.0,1.447285401222556,1.0
20,target_only,target,0.09903779067030169,0.088,0.0,180.0,171.00074195545128,1.0,1.47068072049843
20,target_only,both,0.09160637733612144,0.25,0.0,175.62659115103546,171.00074195545128,1.447285401222556,1.47068072049843
20,both_sides,unweighted,0.1475605357415028,0.002,1.0,180.0,180.0,1.0,1.0
20,both_sides,source,0.1212262008916772,0.002,1.0,155.15897076140868,180.0,1.7669784105130024,1.0
20,both_sides,target,0.10582813626773976,0.028,1.0,180.0,155.52487483367386,1.0,1.8100908846994523
20,both_sides,both,0.07852855889249996,0.728,0.0,155.15897076140868,155.52487483367386,1.7669784105130024,1.8100908846994523
21,source_only,unweighted,0.11376888431641519,0.002,1.0,180.0,180.0,1.0,1.0
21,source_only,source,0.08300631041571395,0.558,0.0,157.13137997261586,180.0,1.8199586496373383,1.0
21,source_only,target,0.09769906930975605,0.118,0.0,180.0,170.9229801600772,1.0,1.6869550958162558
21,source_only,both,0.06806537598123187,0.952,0.0,157.13137997261586,170.9229801600772,1.8199586496373383,1.6869550958162558
21,target_only,unweighted,0.13475571844993142,0.002,1.0,180.0,180.0,1.0,1.0
21,target_only,source,0.12364173813787613,0.002,1.0,173.01975894446647,180.0,1.6369889124848331,1.0
21,target_only,target,0.10090397635174894,0.078,0.0,180.0,165.36481685052013,1.0,1.638302011157261
21,target_only,both,0.09034569412666799,0.284,0.0,173.01975894446647,165.36481685052013,1.6369889124848331,1.638302011157261
21,both_sides,unweighted,0.17560955361225422,0.002,1.0,180.0,180.0,1.0,1.0
21,both_sides,source,0.14234266720479666,0.002,1.0,145.15068590401836,180.0,2.09411317189885,1.0
21,both_sides,target,0.12386728955939413,0.002,1.0,180.0,145.7280244310864,1.0,2.0724963511964454
21,both_sides,both,0.08658765085395007,0.44,0.0,145.15068590401836,145.7280244310864,2.09411317189885,2.0724963511964454
22,source_only,unweighted,0.08838461934156377,0.374,0.0,180.0,180.0,1.0,1.0
22,source_only,source,0.07201922039533834,0.922,0.0,170.67959366652286,180.0,1.4256956043057867,1.0
22,source_only,target,0.0786852353682107,0.758,0.0,180.0,175.72565758045423,1.0,1.452954714763374
22,source_only,both,0.06286353300212474,0.994,0.0,170.67959366652286,175.72565758045423,1.4256956043057867,1.452954714763374
22,target_only,unweighted,0.1226070035055632,0.002,1.0,180.0,180.0,1.0,1.0
22,target_only,source,0.11640702475626485,0.002,1.0,176.10683985510266,180.0,1.3610106897206002,1.0
